spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",9,0,-1,TW,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,10,2,2,TW,2/12/2025,96,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
198zDKzyktXRG1PGpidY9h,DRIP,BABYMONSTER,11,39,-5,TW,2/12/2025,81,FALSE,180845,DRIP,11/1/2024,0.862,0.687,6,-5.215,1,0.0702,0.065,0,0.0862,0.704,119.972,4
4CPuDVC8jhhK6lA2DIt8Cf,Born Again (feat. Doja Cat & RAYE),"LISA, Doja Cat, RAYE",12,2,38,TW,2/12/2025,84,FALSE,231174,Born Again (feat. Doja Cat & RAYE),2/6/2025,0.687,0.777,1,-4.704,1,0.0411,0.0686,0,0.0828,0.374,115.01,4
2P6YMsU9jt22CXfizfudi3,Love Hangover (feat. Dominic Fike),"JENNIE, Dominic Fike",13,-2,-2,TW,2/12/2025,83,TRUE,180129,Love Hangover (feat. Dominic Fike),1/31/2025,0.648,0.78,0,-6.977,0,0.194,0.164,0,0.0971,0.668,147.956,4
0qdPpfbrgdBs6ie9bTtQ1d,REBEL HEART,IVE,14,36,-5,TW,2/12/2025,76,FALSE,188266,REBEL HEART,1/13/2025,0.677,0.777,7,-4.811,1,0.07,0.0178,0,0.0744,0.531,128.014,4
3coRPMnFg2dJcPu5RMloa9,Whiplash,aespa,15,35,-5,TW,2/12/2025,77,FALSE,183226,Whiplash - The 5th Mini Album,10/21/2024,0.863,0.9,10,-2.974,0,0.0448,0.0953,0.0212,0.0786,0.748,126.023,4
5ZLUm9eab8y3tqQ1OhQSHI,Abracadabra,Lady Gaga,16,0,8,TW,2/12/2025,89,FALSE,223398,Abracadabra,2/3/2025,0.68,0.909,10,-3.487,0,0.0624,0.0121,0,0.222,0.633,126.004,4
1NoDTQhJsrd5rnpb6PQthK,離開的一路上,理想混蛋,17,6,-3,TW,2/12/2025,63,FALSE,254961,半熟理想,10/27/2023,0.597,0.506,2,-8.05,1,0.0267,0.0611,0,0.119,0.322,126.026,4
49oOgXKqm6xTavBtekzVHg,ATTITUDE,IVE,18,32,7,TW,2/12/2025,72,FALSE,194733,IVE EMPATHY,2/3/2025,0.81,0.842,1,-4.717,1,0.0851,0.0841,0,0.0532,0.533,117.986,4
13bw75oRjvxMv9VGIeM32i,愛我還是他,David Tao,19,-2,-2,TW,2/12/2025,65,FALSE,292666,太平盛世,8/1/2005,0.465,0.391,11,-8.029,1,0.0304,0.758,0,0.112,0.152,133.025,4
1lcBt7LoEikqYmhUoa2cez,number one girl,ROSÉ,20,-1,-5,TW,2/12/2025,81,FALSE,216442,rosie,12/6/2024,0.288,0.377,7,-7.775,1,0.0317,0.288,0,0.101,0.135,175.43,3
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,21,-1,26,TW,2/12/2025,75,FALSE,182293,Layover,8/11/2023,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38E-06,0.167,0.363,74.029,4
30slz6D2PtbwDimGJaEVsH,運轉人生 - 影集《華麗計程車行》插曲,邱軍,22,-1,-4,TW,2/12/2025,62,FALSE,208274,情歌手,2/23/2024,0.532,0.579,0,-5.021,1,0.03,0.466,0,0.323,0.362,131.92,3
2SR0alFA2oWYXSoePGTj0V,I’ll Be There,Jin,23,6,0,TW,2/12/2025,71,FALSE,181677,Happy - :D (Remixes),11/19/2024,0.538,0.738,10,-2.412,1,0.0445,0.0351,0,0.0898,0.736,148.887,4
0qjbNZYyuzPh20RksmiJ8C,過了幾天 - 合唱版,"郭家瑋, DIOR 大穎",24,2,8,TW,2/12/2025,63,FALSE,295890,過了幾天 (合唱版),12/22/2024,0.391,0.473,0,-8.272,1,0.0339,0.85,0,0.134,0.244,145.842,4
580BvW3DyUNoYFgQgoD2GI,Hold On,"高爾宣 OSN, Patrick Brasca",25,0,-9,TW,2/12/2025,63,FALSE,180121,Hold On,6/14/2024,0.592,0.671,9,-5.054,1,0.0393,0.0152,0,0.318,0.207,76.037,4
5sjnkOfTLCLNfkkchI2re2,UP - KARINA Solo,aespa,26,-2,-7,TW,2/12/2025,78,FALSE,166640,SYNK : PARALLEL LINE - Special Digital Single,10/9/2024,0.777,0.781,6,-4.479,0,0.043,0.0137,2.77E-06,0.0466,0.382,98.97,4
5HVq8nS0pbM6G7YK8M7DY4,愛情的大壞蛋,Amazing Show,27,0,-6,TW,2/12/2025,60,FALSE,187266,Amazing Show同名專輯,9/30/2024,0.381,0.844,1,-4.236,0,0.053,0.00263,0,0.203,0.492,167.9,4
0KqCs7XM8rsaRg9Kv8PbUa,Winter Ahead (with PARK HYO SHIN) : Silent Carol Ver.,"V, Park Hyo Shin",28,-6,-2,TW,2/12/2025,64,FALSE,214897,Winter Ahead (with PARK HYO SHIN) : Silent Carol Ver.,12/3/2024,0.35,0.308,3,-10.966,1,0.0295,0.876,0.000196,0.112,0.224,73.904,3
6GyUt7yJ0sOktc5HjvVnFh,在加納共和國離婚,"Firdhaus, DIOR 大穎",29,7,0,TW,2/12/2025,65,FALSE,261000,在加納共和國離婚,8/14/2023,0.415,0.381,7,-9.731,1,0.0516,0.859,0,0.129,0.241,116.053,4
5lKnZbdGCBViitE1Ce5TZh,Supernova,aespa,30,20,-3,TW,2/12/2025,72,FALSE,178880,Armageddon - The 1st Album,5/26/2024,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03E-06,0.0739,0.368,120.077,4
2MbPhDgeXVipowltFneRH2,HER,MINNIE,31,-3,-11,TW,2/12/2025,70,FALSE,159797,HER,1/21/2025,0.802,0.784,11,-4.495,0,0.0451,0.0337,7.15E-05,0.0971,0.922,131.044,4
1sl9O7VLwGwdw4iXqnkbDP,想念你想我,Eric Chou,32,0,3,TW,2/12/2025,62,FALSE,240461,Almost 幾乎是愛情,11/26/2024,0.463,0.482,9,-5.676,1,0.0265,0.655,0,0.256,0.416,139.842,4
4XsJiRJQAK8TWcZCn0Dxlh,POWER,G-DRAGON,33,2,-5,TW,2/12/2025,73,FALSE,143242,POWER,10/31/2024,0.607,0.857,2,-3.287,1,0.301,0.164,0,0.211,0.732,179.749,4
6tI4KMRvGThjCIJyxxMozt,Six Degrees,"Patrick Brasca, Jay Chou",34,-3,-12,TW,2/12/2025,57,FALSE,194838,Six Degrees,1/9/2025,0.732,0.634,1,-4.622,1,0.0253,0.108,1.15E-05,0.128,0.786,89.99,4
6b6KXDbDn0s0Jepxm8a3nr,FOREVER,BABYMONSTER,35,15,7,TW,2/12/2025,71,FALSE,212734,DRIP,11/1/2024,0.835,0.703,0,-4.368,1,0.0528,0.103,0,0.133,0.661,129.995,4
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,36,-3,2,TW,2/12/2025,89,FALSE,214357,blue,8/2/2024,0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
2ASWo8MTESnHQhJhpMSPbF,能遇見，就很不錯了,Firdhaus,37,7,-7,TW,2/12/2025,64,FALSE,229655,能遇見，就很不錯了,6/30/2024,0.473,0.223,7,-9.585,1,0.0329,0.856,0,0.107,0.367,115.865,4
0cOMncRq4cmDLO4tPQnkBF,擱淺,Jay Chou,38,-1,2,TW,2/12/2025,62,FALSE,238133,七里香,8/3/2004,0.499,0.5,5,-7.189,1,0.0276,0.687,0.000726,0.141,0.127,122.686,4
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,39,-1,-6,TW,2/12/2025,83,TRUE,136627,Mantra,10/10/2024,0.894,0.725,10,-4.984,0,0.0432,0.00434,1.15E-05,0.0815,0.838,116.988,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,40,10,10,TW,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
2u6IWBiX4p0Pl9N7gZ8iRn,消散对白,丁禹兮,41,-2,5,TW,2/12/2025,60,FALSE,211886,消散对白,12/15/2024,0.603,0.443,8,-7.932,1,0.0656,0.843,0,0.133,0.245,125.665,4
2VEt42QSQxILgEf9B50xxm,不是因為天氣晴朗才愛你,理想混蛋,42,1,-5,TW,2/12/2025,61,FALSE,240753,不是因為天氣晴朗才愛你,8/6/2018,0.507,0.271,8,-13.185,1,0.0347,0.753,1.23E-06,0.0883,0.399,135.783,4
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,43,-3,-7,TW,2/12/2025,81,FALSE,160688,SUPER REAL ME,3/25/2024,0.797,0.668,6,-5.819,1,0.0687,0.257,0,0.0876,0.69,131.067,4
3V2v19gDm4rmRkMwcgS4X2,有些,颜人中,44,-3,-13,TW,2/12/2025,64,FALSE,229523,失眠症候群,12/14/2019,0.685,0.535,7,-7.53,1,0.0433,0.744,0,0.081,0.369,125.922,4
4z0vfU3JiAsl99ZHL29hMm,Close to You,Jin,45,4,-4,TW,2/12/2025,80,FALSE,228146,When the Stars Gossip OST Part.3,1/26/2025,0.355,0.404,5,-5.795,1,0.0354,0.779,2.19E-05,0.101,0.207,126.573,4
7GOIrZTegzVty8mhNhRuA0,"IF I SAY, I LOVE YOU",BOYNEXTDOOR,46,-4,-2,TW,2/12/2025,74,FALSE,161693,"IF I SAY, I LOVE YOU",1/6/2025,0.67,0.75,11,-5.278,0,0.106,0.118,0,0.448,0.833,138.219,4
2DbDefRFJ5YOfXCKOeCJJh,Igloo,KISS OF LIFE,47,-2,-8,TW,2/12/2025,81,FALSE,131786,Lose Yourself,10/15/2024,0.916,0.609,11,-4.457,0,0.217,0.168,0,0.0906,0.873,139.912,4
6kyH1z6IdLo1GH3EcZXHMa,小孩,罗森涛,48,-2,-3,TW,2/12/2025,62,FALSE,219865,为何离开,9/6/2024,0.859,0.326,1,-8.317,1,0.0602,0.766,0,0.196,0.379,124.097,3
3Z9RDHetSqrfqCl31fcSN2,友谊长存,Firdhaus,49,1,1,TW,2/12/2025,61,FALSE,319838,友谊长存,4/12/2024,0.422,0.363,2,-8.091,1,0.0324,0.725,0,0.0902,0.513,123.636,4
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,50,0,0,TW,2/12/2025,88,TRUE,175459,Short n' Sweet,8/23/2024,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36E-06,0.205,0.708,103.963,4
3XZDLNS43nxBJ6HmAlVMGp,Gözlerinden Gözlerine,Semicenk,1,0,3,TR,2/12/2025,73,FALSE,176625,Gözlerinden Gözlerine,1/31/2025,0.726,0.573,7,-7.876,0,0.0928,0.435,9.68E-05,0.0814,0.484,90.019,4
3ff93VTp2DBbNnDEsAW8Cm,SEVMEYİ DENEMEDİN,BLOK3,2,0,0,TR,2/12/2025,76,FALSE,172900,OBSESIF,9/13/2024,0.744,0.439,1,-11.238,0,0.0336,0.384,3.09E-05,0.0847,0.529,100.027,4
7wZRlmI91BOt7JF7rMOrej,Ayaza Serdim,Kubilay Karça,3,0,2,TR,2/12/2025,71,FALSE,218250,Ayaza Serdim,1/24/2025,0.586,0.707,0,-7.907,1,0.189,0.144,0,0.106,0.386,100.03,4
24QL6OovqvjJ7cDxBd5Fwl,DURULDUM,"Era7capone, KERO",4,0,-3,TR,2/12/2025,75,FALSE,124516,DURULDUM,1/17/2025,0.671,0.686,2,-7.307,1,0.304,0.759,0.000148,0.411,0.784,93.197,4
4DPjZs1Jjw5mQ41w0xt9KA,NEON,UZI,5,0,1,TR,2/12/2025,74,FALSE,151290,NEON,1/17/2025,0.798,0.601,9,-9.279,0,0.0638,0.525,0,0.0914,0.335,111.023,4
1O3utGlqPaNnTX1ZeRXLQY,UYUZ,BLOK3,6,1,12,TR,2/12/2025,72,TRUE,167370,OBSESIF,9/13/2024,0.732,0.442,2,-9.389,1,0.213,0.273,0,0.216,0.666,116.153,4
0E1hVdXGZu0MoE77bYyjie,YANKI X İNTİHAR,"Simge, Era7capone, Ozan Bayraşa, SNOW",7,-1,0,TR,2/12/2025,73,FALSE,151512,YANKI X İNTİHAR,11/14/2024,0.571,0.777,1,-6.673,1,0.0713,0.0462,2.16E-05,0.63,0.692,91.132,4
7FfdTwI2i0b5PNeNvqtqCY,Italy Forma,Ati242,8,0,0,TR,2/12/2025,75,TRUE,181346,Manifesto,10/11/2024,0.488,0.858,9,-5.768,0,0.398,0.16,0,0.295,0.673,98.02,4
3ZwRkdnTb4az8X5n4WXuHA,aklına ben gelicem,BLOK3,9,3,11,TR,2/12/2025,71,FALSE,149406,aklına ben gelicem,9/22/2023,0.277,0.546,10,-10.798,0,0.062,0.148,0,0.244,0.217,199.957,4
5M6QrHGDWdWhyq7hVz3zR8,Seni Seven Kimdi,Derya Bedavacı,10,1,7,TR,2/12/2025,72,FALSE,240642,Seni Seven Kimdi,11/14/2024,0.509,0.566,11,-7.388,0,0.0493,0.308,8.20E-05,0.104,0.264,155.879,4
1lNcnIU4jtqD69Qtfjh8EJ,Sana Güvenmiyorum - Dedub Sessions,"Dedublüman, Aleyna Tilki",11,-1,-2,TR,2/12/2025,76,FALSE,204833,Sana Güvenmiyorum (Dedub Sessions),11/1/2024,0.378,0.666,11,-7.385,0,0.0283,0.0282,5.71E-05,0.456,0.525,89.909,4
7eLW4rL7saxNtZ640Na7vM,PSYCHO,Jeff Redd,12,1,-1,TR,2/12/2025,73,FALSE,153999,Drama,12/20/2024,0.718,0.516,7,-12.046,0,0.171,0.116,0.00011,0.519,0.497,90.033,4
4Fcoc1T0sMSATaxoidF4ei,Ben Değilim,Mela Bedel,13,3,-1,TR,2/12/2025,69,FALSE,222613,Ben Değilim,11/15/2024,0.607,0.695,9,-5.497,0,0.04,0.428,0,0.179,0.57,88.029,4
0QuKutgaaa0Q1WUZEnrZ93,Sönen Sigaralar,Ati242,14,0,1,TR,2/12/2025,74,TRUE,211426,Manifesto,10/11/2024,0.683,0.605,5,-7.829,0,0.0336,0.0643,0.0848,0.151,0.61,125.077,4
4gqiqccm2NNQcdIUkEDEiM,BİTMİYOR,Ben Fero,15,0,-1,TR,2/12/2025,70,TRUE,204631,BİTMİYOR,6/23/2023,0.742,0.719,8,-7.021,1,0.355,0.192,0,0.183,0.314,190,4
5pEpvR03HbLxkBtK73EeJw,Değişmene Rağmen,Ati242,16,1,0,TR,2/12/2025,70,FALSE,185786,Manifesto,10/11/2024,0.724,0.698,7,-6.607,0,0.0669,0.537,3.33E-06,0.417,0.559,96.962,4
0126WdGxnrNEqzgUb1wgQH,HAVHAVHAV,Lvbel C5,17,-8,-14,TR,2/12/2025,73,TRUE,126255,HAVHAVHAV,1/23/2025,0.799,0.533,10,-11.294,0,0.0833,0.251,0.00084,0.123,0.824,120.092,4
0VOnehekjQz9cvUwLzmYSQ,Sen Kaldın,Semicenk,18,0,-8,TR,2/12/2025,71,FALSE,152438,Geçiyor Zaman,8/9/2024,0.581,0.732,10,-4.821,0,0.0523,0.143,0.0312,0.178,0.345,145.954,4
0SwRpscOdj6PBhudNVIGpW,ZEHİRLİ GÜL,BLOK3,19,8,22,TR,2/12/2025,69,FALSE,176833,OBSESIF,9/13/2024,0.562,0.564,11,-12.244,1,0.0696,0.336,0,0.33,0.343,89.666,4
5VykLQtjCYF6qFq59HbUg9,Sen Bilmezsin,Dedublüman,20,14,6,TR,2/12/2025,72,FALSE,173307,Sen Bilmezsin,3/15/2024,0.532,0.566,10,-7.802,0,0.031,0.137,3.81E-05,0.161,0.378,130.005,4
43Kpm3kz8904r3DCvrCx5h,Bağışla,Funda Arar,21,-2,-8,TR,2/12/2025,69,FALSE,217324,Bağışla,8/7/2015,0.62,0.873,3,-4.644,0,0.0539,0.57,1.92E-06,0.209,0.898,76.975,4
7zTNMaXRLjiQwi8rRlvReb,BRAPAP,"ERAY067, Mansur, Organize, Batuflex",22,2,8,TR,2/12/2025,67,TRUE,143040,BRAPAP,1/24/2025,0.769,0.795,11,-6.044,0,0.187,0.372,1.00E-06,0.0625,0.689,125.055,4
1UIznGFIwNUKUza5kJ9f2G,Canın Beni Çekti,Melike Şahin,23,8,27,TR,2/12/2025,63,FALSE,193621,AKKOR,11/8/2024,0.648,0.855,5,-6.211,0,0.0373,0.157,4.42E-05,0.343,0.895,100.015,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",24,2,3,TR,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
65txmqjijZoGYs1irX6tBU,Her Nerdeysen,Ati242,25,-5,-3,TR,2/12/2025,70,TRUE,149626,Manifesto,10/11/2024,0.818,0.638,4,-8.253,0,0.0897,0.474,0.000267,0.135,0.583,121.951,4
31eQP55jRbczzhi1YCNynR,Bekleyenim,Aleyna Tilki,26,4,24,TR,2/12/2025,66,FALSE,161186,Bekleyenim,12/20/2024,0.342,0.635,9,-6.127,0,0.0363,0.0416,0.000187,0.0533,0.344,138.15,4
2X4NUYZN0ylbM41ADKYv1X,GELME İSTEMEM,BLOK3,27,2,16,TR,2/12/2025,71,FALSE,186562,GELME İSTEMEM,11/1/2024,0.716,0.312,6,-12.295,0,0.07,0.238,8.21E-06,0.125,0.145,95.979,4
4sVIEO6DXqoGakHuixuPad,Silinmez,Mansur Ark,28,-3,-7,TR,2/12/2025,70,FALSE,247733,Gazla Gitsin,6/11/2004,0.767,0.483,7,-9.986,0,0.0821,0.297,5.11E-05,0.325,0.677,101.988,4
0bvgWq2ZUhwwjLR1AMcQDs,CISTAK,"Era7capone, Batuflex, Narco",29,-6,-6,TR,2/12/2025,70,TRUE,136009,CISTAK,9/13/2024,0.819,0.71,2,-8.549,1,0.22,0.186,4.69E-05,0.25,0.923,119.985,4
7q2LhclL7UGS2yiL6QYRki,Zamansızdık,manifest,30,-9,20,TR,2/12/2025,61,FALSE,169822,Zamansızdık,2/7/2025,0.757,0.763,4,-4.665,0,0.0539,0.046,0,0.116,0.487,100.063,4
7JVUP1J9urt49OdiFbWGeZ,ESC*BAR,BLOK3,31,-3,6,TR,2/12/2025,68,TRUE,136039,OBSESIF,9/13/2024,0.789,0.54,5,-10.65,1,0.24,0.314,0.000176,0.103,0.554,100.974,4
4E10qEzOmTIVmrg6Wz2RHj,Saygımdan,Bengü,32,3,-7,TR,2/12/2025,71,FALSE,271210,İkinci Hal,10/17/2014,0.725,0.661,5,-5.269,0,0.0343,0.283,0,0.225,0.618,127.974,4
7M9KPD0b04Z1rxJNGERuAe,İkimizden Biri,Fatma Turgut,33,0,1,TR,2/12/2025,66,FALSE,227143,İkimizden Biri,9/30/2022,0.57,0.754,6,-5.66,0,0.0315,0.0695,0,0.258,0.607,122.047,4
0d8IQRHUFPOXsAVOPfDSgp,İNTİHAR,"Era7capone, NASTEISHA",34,-12,-5,TR,2/12/2025,68,FALSE,128000,7EDI,9/13/2024,0.708,0.516,1,-10.6,0,0.407,0.35,1.09E-06,0.107,0.152,89.985,4
4K64OOHItyspEsQFLobJqn,HER GÜN AĞLADIM,"BEGE, Reynmen",35,-3,-16,TR,2/12/2025,72,FALSE,232727,HER GÜN AĞLADIM,1/17/2025,0.403,0.558,3,-6.66,0,0.0404,0.365,0.000123,0.194,0.399,131.971,4
7AbbuiP5vKiuyFl47Z5jY3,Kufi,Duman,36,0,-8,TR,2/12/2025,64,FALSE,265364,Kufi,12/13/2024,0.693,0.581,7,-5.994,1,0.035,0.573,0,0.122,0.555,81.014,4
6t18CcJVpnFAoWfcZxiZtk,Sakladığın Bir Şeyler Var,Dedublüman,37,11,13,TR,2/12/2025,68,FALSE,196800,Sakladığın Bir Şeyler Var,7/16/2021,0.473,0.839,1,-7.837,0,0.0399,0.19,0.000253,0.0714,0.411,100.033,4
4HuB9A0O1XwmwTVtTgODm8,25,Ati242,38,1,-6,TR,2/12/2025,71,FALSE,210044,25,5/13/2022,0.735,0.743,11,-8.21,0,0.153,0.318,0,0.131,0.414,120.031,4
57w7FOfLpXZ9GWlAooYrSK,Düşmez Kalkmaz,Canbay & Wolker,39,-2,-15,TR,2/12/2025,71,FALSE,155689,Düşmez Kalkmaz,8/23/2024,0.773,0.756,11,-6.075,0,0.161,0.146,2.56E-06,0.355,0.69,116.001,4
09tHyS9ROJEhXHWj8NpYMi,16-24,Wegh,40,-2,10,TR,2/12/2025,60,TRUE,147000,16-24,2/7/2025,0.63,0.593,9,-6.862,1,0.263,0.574,0.000178,0.13,0.535,79.385,4
3r4JGqyBhcIpOKRQLYjD5C,Mayın Tarlası,Şebnem Ferah,41,4,-5,TR,2/12/2025,69,FALSE,323407,Kelimeler Yetse,1/1/2013,0.749,0.639,2,-5.689,0,0.0265,0.441,1.97E-06,0.129,0.41,110.02,4
4mwKj8jNSq8eTp3ylpcBAE,Beni Hatırla,Nazan Öncel,42,-2,-4,TR,2/12/2025,70,FALSE,312000,Yan Yana Fotoğraf Çektirelim,9/24/2003,0.69,0.626,10,-8.398,0,0.0496,0.538,3.53E-05,0.164,0.608,84.011,4
7DY756WOLyOz2Xnhw4EFiC,São Paulo (feat. Anitta),"The Weeknd, Anitta",43,-1,-4,TR,2/12/2025,83,TRUE,301623,Hurry Up Tomorrow,1/31/2025,0.538,0.658,5,-7.273,0,0.076,0.0385,0.000146,0.573,0.553,127.322,4
4MsNwPBADIfVpQ9ZmXNc7B,Kervan,"Bengü, Mustafa Ceceli",44,0,-9,TR,2/12/2025,68,FALSE,154631,Kervan,1/17/2025,0.552,0.507,2,-6.256,0,0.118,0.577,0,0.0867,0.616,177.834,4
3OKCljxHDet7MaQ83o6l6s,Hüznü Hecem,Yener Çevik,45,2,-3,TR,2/12/2025,69,FALSE,158241,Sokak Dili ve Edebiyatı,11/26/2018,0.648,0.622,10,-9.351,0,0.173,0.0473,3.24E-05,0.0916,0.651,97.079,4
1f9X5YDmXDxyIwhzB06JJd,Dale Don Dale,ElMusto,46,-5,-15,TR,2/12/2025,69,FALSE,118104,Dale Don Dale,5/17/2024,0.802,0.741,0,-3.413,1,0.0604,0.139,0.000182,0.0479,0.459,121.974,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,47,3,3,TR,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
1JcYQfCTP7qXC4F8AO0h9W,Kaptan,Ati242,48,-2,2,TR,2/12/2025,67,FALSE,191173,Manifesto,10/11/2024,0.775,0.833,4,-7.471,0,0.239,0.371,0.00357,0.11,0.56,102.971,4
2ugG3itPOpM9IANApt473B,PİŞT,Era7capone,49,-6,1,TR,2/12/2025,69,TRUE,128938,PİŞT,10/4/2024,0.85,0.618,0,-9.009,1,0.289,0.126,0,0.0808,0.776,120.041,4
2SVoUZdzxuDuxBdHSO73KF,Yasemen,Afra,50,0,-5,TR,2/12/2025,70,FALSE,150909,Yasemen,10/4/2024,0.429,0.409,6,-12.433,0,0.0485,0.613,0,0.137,0.211,131.421,3
4CPuDVC8jhhK6lA2DIt8Cf,Born Again (feat. Doja Cat & RAYE),"LISA, Doja Cat, RAYE",1,0,49,TH,2/12/2025,84,FALSE,231174,Born Again (feat. Doja Cat & RAYE),2/6/2025,0.687,0.777,1,-4.704,1,0.0411,0.0686,0,0.0828,0.374,115.01,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,2,0,-1,TH,2/12/2025,89,FALSE,170887,MUSE,7/19/2024,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
77rZWogLvZ2NOf248oMd6N,CURSE (รักใครไม่เป็น),"Z9, 2K, Saran",3,1,1,TH,2/12/2025,65,FALSE,253333,CURSE (รักใครไม่เป็น),1/29/2025,0.64,0.455,0,-13.247,1,0.0603,0.791,1.10E-05,0.0739,0.175,143.945,4
7G7mSV4BebkoHWwKTDvXu9,Winter Ahead (with PARK HYO SHIN),"V, Park Hyo Shin",4,-1,-1,TH,2/12/2025,85,FALSE,234895,Winter Ahead (with PARK HYO SHIN),11/29/2024,0.36,0.316,3,-9.954,1,0.0284,0.858,0.000212,0.23,0.229,76.844,3
2P6YMsU9jt22CXfizfudi3,Love Hangover (feat. Dominic Fike),"JENNIE, Dominic Fike",5,0,0,TH,2/12/2025,83,TRUE,180129,Love Hangover (feat. Dominic Fike),1/31/2025,0.648,0.78,0,-6.977,0,0.194,0.164,0,0.0971,0.668,147.956,4
50zAEIE4B1QqhPjRMK2Xmh,Running Wild,Jin,6,1,0,TH,2/12/2025,81,FALSE,151646,Happy - :') (Remixes),11/19/2024,0.487,0.711,8,-4.22,1,0.0322,0.000175,0,0.152,0.317,146.921,4
5XGTehBbNk1y0KrdkI1qsK,ท้ายปี,Only Monday,7,-1,6,TH,2/12/2025,53,FALSE,285843,ท้ายปี,11/19/2024,0.51,0.884,9,-4.386,1,0.0351,0.000395,7.60E-05,0.208,0.361,99.934,4
3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),LISA,8,2,-6,TH,2/12/2025,82,FALSE,155757,Moonlit Floor (Kiss Me),10/3/2024,0.733,0.786,5,-3.951,0,0.112,0.128,0,0.31,0.672,109.954,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,9,-1,-1,TH,2/12/2025,96,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
5pqAbpHRuFhcACwvVBi69V,ก่อนตาย,Big Ass,10,2,-3,TH,2/12/2025,64,FALSE,257133,XL,1/1/2015,0.475,0.579,1,-9.28,1,0.0403,0.0236,0,0.226,0.804,171.973,4
6PgrERReqbpJHFtOpSzdPj,ตัวโดน,Billkin,11,2,39,TH,2/12/2025,61,FALSE,227142,ตัวโดน,2/4/2025,0.533,0.406,4,-8.542,1,0.1,0.731,1.24E-06,0.104,0.151,140.004,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",12,2,-2,TH,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
0V3sKBY7Iypaufb6RzR3Er,เพลงรัก,Three Man Down,13,-2,-4,TH,2/12/2025,44,FALSE,269016,เพลงรัก,10/8/2024,0.543,0.634,7,-5.242,1,0.0323,0.376,0,0.18,0.509,121.992,3
6QdPlI3flfUFMy4JNpsWcG,สุดแต่ใจจะไขว่คว้า,LITTLE JOHN,14,1,0,TH,2/12/2025,60,FALSE,314117,สุดแต่ใจจะไขว่คว้า,1/15/2025,0.564,0.885,3,-5.203,0,0.0592,0.000437,2.45E-06,0.288,0.207,119.056,4
7pvu8UPXXIex1bChP4yyiS,ล้มแชมป์ (Only You Can),"Tilly Birds, Polycat",15,-6,-4,TH,2/12/2025,49,FALSE,208269,ล้มแชมป์ (Only You Can),1/14/2025,0.742,0.667,4,-4.498,1,0.0711,0.354,0,0.121,0.662,103.99,4
43eS61ezviPc61XDu6tRYR,เผื่อวันไหนเธอจะกลับมา,guncharlie,16,1,1,TH,2/12/2025,65,FALSE,239683,เผื่อวันไหนเธอจะกลับมา,2/29/2024,0.596,0.631,8,-8.884,1,0.029,0.0232,3.19E-06,0.294,0.49,133.773,4
