spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1d5lpW3gUyq537iuyrb9Lf,Samjho Na,Aditya Rikhari,31,1,-8,PK,2/12/2025,72,FALSE,172408,Samjho Na,2/10/2022,0.744,0.328,0,-12.535,1,0.231,0.681,0.0002,0.128,0.532,98.923,4
0S7MLlU27WnE3bwCcDu6Pj,Jhol - Acoustic,"Maanu, Annural Khalid, Abdullah Siddiqui",32,3,18,PK,2/12/2025,53,FALSE,277600,Jhol (Acoustic),2/2/2025,0.542,0.256,0,-13.598,0,0.0484,0.854,0,0.0758,0.517,149.537,4
2jJHEFJG33RYeVhCZEbZ8u,BTDT (Been There Done That),"Bilal Saeed, Talha Anjum",33,0,-5,PK,2/12/2025,63,FALSE,169902,Superstar,10/22/2024,0.734,0.615,7,-6.355,1,0.0814,0.224,0,0.11,0.375,98.943,4
6MOzgX8Rj8TpWhG7bd4ZWp,Lock,"Sidhu Moose Wala, The Kidd",34,-5,2,PK,2/12/2025,71,FALSE,175200,Lock,1/23/2025,0.758,0.684,10,-6.012,0,0.0709,0.00586,0,0.2,0.562,100.042,4
0C8SMUhJhFXzr4PICotjyB,"Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")",AUR,35,-1,-3,PK,2/12/2025,61,FALSE,275200,"Chal Diye Tum Kahan (From ""Kabhi Main Kabhi Tum"")",6/27/2024,0.717,0.382,7,-7.501,1,0.0666,0.649,0,0.104,0.241,74.998,4
0OdztoASgKBBNcAgtErk0X,Bikhra,"Abdul Hannan, Rovalio",36,2,-6,PK,2/12/2025,67,FALSE,168300,Bikhra,2/11/2022,0.462,0.371,6,-11.604,0,0.0988,0.794,0.118,0.124,0.187,99.662,4
3zSSCPpLZ5Oc8nelhhGjKz,Tu hai kahan,AUR,37,0,-2,PK,2/12/2025,74,FALSE,263184,Tu hai kahan,10/16/2023,0.708,0.356,1,-9.738,1,0.075,0.437,6.54E-05,0.112,0.569,83.679,4
2618Fg2I7K5leCzDUhOjbr,Heer,"Ali & Shjr, Haider Ali, Ali Raza",38,1,12,PK,2/12/2025,49,FALSE,250746,Heer,1/30/2025,0.459,0.187,7,-12.514,0,0.0546,0.908,0.00258,0.258,0.367,132.279,4
5xlYVZxEwriP6hetG7QJw7,Old Money,AP Dhillon,39,-3,-2,PK,2/12/2025,68,FALSE,128098,The Brownprint,8/30/2024,0.866,0.734,4,-3.328,0,0.0696,0.154,0.000307,0.175,0.183,93.01,4
3WLJ7D5kh44K5eJ1NqZQ6W,Baarishein,Anuv Jain,40,4,2,PK,2/12/2025,74,FALSE,207312,Baarishein,1/12/2018,0.476,0.124,2,-9.463,1,0.0443,0.927,0,0.0972,0.19,94.299,4
5J9L7IbadCt0ivs9xmNrr0,Ranjheya Ve,Zain Zohaib,41,-1,4,PK,2/12/2025,33,FALSE,278474,Ranjheya Ve,10/13/2022,0.51,0.479,3,-9.007,1,0.0868,0.249,0,0.0936,0.4,186.299,4
4XxfOvudrnBRdlgzEaq1sd,Born to Shine,Diljit Dosanjh,42,3,-3,PK,2/12/2025,74,FALSE,213333,G.O.A.T.,7/29/2020,0.762,0.826,6,-4.339,0,0.0778,0.356,0,0.324,0.667,89.985,4
3VBjpYmyCGOr06tZtjuOVu,Bars,Shubh,43,-2,7,PK,2/12/2025,68,FALSE,184133,Sicario,1/17/2025,0.705,0.601,2,-5.086,1,0.336,0.0446,0,0.0743,0.845,89.896,4
0FIDCNYYjNvPVimz5icugS,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",44,-1,-4,PK,2/12/2025,83,TRUE,256000,Hurry Up Tomorrow,1/31/2025,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96E-06,0.138,0.6,119.999,4
4yNtO1F3flXZ4v3Ry1MzuP,COME THROUGH (feat. Abdullah Maharvi & Talha Anjum),"Umair, Abdullah Maharvi, Talha Anjum",45,-3,-4,PK,2/12/2025,63,FALSE,197142,ROCKSTAR WITHOUT A GUITAR,4/25/2024,0.761,0.581,1,-6.761,0,0.268,0.508,0,0.0854,0.256,111.989,4
76ZWOhRRQzmb4xMoZzTjJ9,Payal,"Yo Yo Honey Singh, Paradox",46,4,-8,PK,2/12/2025,75,FALSE,226751,Glory,8/26/2024,0.819,0.663,10,-6.976,0,0.1,0.643,0.00012,0.202,0.736,98.022,4
5AnWrUzsrFgBvhn6dUElnr,"Aaj Ki Raat (From ""Stree 2"")","Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",47,3,3,PK,2/12/2025,77,FALSE,228620,"Aaj Ki Raat (From ""Stree 2"")",7/24/2024,0.702,0.853,0,-5.164,1,0.0546,0.345,4.19E-06,0.126,0.643,116.027,4
3FqtduiaqnFYvBgKuc6QWQ,Winning Speech,"Karan Aujla, Mxrci",48,1,2,PK,2/12/2025,72,FALSE,227441,Winning Speech,5/16/2024,0.461,0.78,11,-5.004,0,0.363,0.128,0,0.181,0.448,171.285,4
2EU1TUgOHG4NPiVdTlPSQ7,Tere Naal,"Bayaan, Sanah Moidutty, Vaibhav Pani",49,-3,1,PK,2/12/2025,56,FALSE,238000,Safar,12/12/2024,0.717,0.416,6,-8.925,1,0.0297,0.827,0,0.142,0.576,106.019,4
5yqr66QIdRvhh5cxjgpkJh,Downers at Dusk,"Talha Anjum, Umair",50,0,-4,PK,2/12/2025,67,TRUE,256000,Open Letter,2/18/2023,0.856,0.447,9,-7.86,1,0.102,0.744,0,0.108,0.391,120.069,4
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",1,1,1,PH,2/12/2025,89,FALSE,177598,GNX,11/21/2024,0.707,0.575,2,-7.546,1,0.125,0.251,0,0.248,0.576,138.008,4
2zbq6eS68i4NIJWekIuW1s,Marilag,Dionela,2,-1,-1,PH,2/12/2025,83,FALSE,157692,Marilag,11/8/2024,0.639,0.583,1,-9.346,1,0.209,0.472,4.14E-06,0.101,0.907,155.92,4
06IkOr83qPqa3yYvrIjgxp,Sa Bawat Sandali,Amiel Sol,3,0,0,PH,2/12/2025,74,FALSE,302608,Sa Bawat Sandali,12/6/2024,0.591,0.597,5,-8.926,1,0.0297,0.388,0.112,0.569,0.329,138.064,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",4,0,2,PH,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,5,1,4,PH,2/12/2025,96,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
1imaIe1NEAaWnLF0BY0V6F,sining (feat. Jay R),"Dionela, Jay R",6,-1,-1,PH,2/12/2025,79,FALSE,200000,sining (feat. Jay R),6/7/2024,0.65,0.424,9,-11,1,0.109,0.438,0,0.102,0.403,119.589,4
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,7,0,-3,PH,2/12/2025,89,FALSE,214357,blue,8/2/2024,0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3
0HAG6nIiEKd75yGpovuSJQ,Isa lang,Arthur Nery,8,0,-1,PH,2/12/2025,76,FALSE,269256,Isa lang,12/17/2021,0.429,0.464,6,-8.445,0,0.0719,0.783,0,0.0846,0.375,121.17,3
06VwVWrnYSTIikz801hGwD,Oksihina,Dionela,9,0,-1,PH,2/12/2025,78,FALSE,204051,Oksihina,9/8/2023,0.74,0.412,11,-11.124,1,0.0774,0.631,0,0.0828,0.561,115.957,4
3U3hFkMr0Q90pD24EkE3Pr,BMF,SZA,10,0,0,PH,2/12/2025,89,TRUE,180746,SOS Deluxe: LANA,12/20/2024,0.792,0.55,10,-8.528,0,0.0307,0.506,0.0166,0.087,0.972,128.023,4
4WgViu9gw3qYOr3iF9OuLG,Palagi - TJxKZ Version,"TJ Monterde, KZ Tandingan",11,0,1,PH,2/12/2025,75,FALSE,241000,Palagi (TJxKZ Version),8/28/2024,0.33,0.313,6,-10.906,1,0.0353,0.536,5.70E-06,0.277,0.153,160.005,4
1l7TuyIge9siMw39a0dqXd,Dating Tayo,TJ Monterde,12,0,3,PH,2/12/2025,73,FALSE,239480,TJ Monterde,6/16/2014,0.554,0.329,7,-10.678,1,0.0446,0.65,7.86E-05,0.0924,0.334,139.676,4
2ADSh3Mp744n2586tpUtIW,Dilaw,Maki,13,0,0,PH,2/12/2025,77,FALSE,192380,Dilaw,5/24/2024,0.652,0.674,9,-5.026,1,0.0276,0.00599,3.50E-06,0.307,0.458,126.004,4
26gpJidk118QGbNcDqCHbW,My Day,HELLMERRY,14,0,0,PH,2/12/2025,72,TRUE,229714,My Day,12/21/2024,0.674,0.519,9,-10.047,1,0.028,0.657,0,0.277,0.743,105.005,4
5gQyJNVUEydHMciwhih7EK,Ikot,Over October,15,1,7,PH,2/12/2025,67,FALSE,250093,Make Believe,10/1/2024,0.683,0.637,2,-7.783,1,0.0287,0.135,0.00211,0.0847,0.378,107.02,4
0kE1SmlJNLg14dgdo9kJws,Misteryoso,Cup of Joe,16,2,5,PH,2/12/2025,74,FALSE,221641,Misteryoso,5/17/2024,0.723,0.615,8,-5.915,1,0.0548,0.464,0,0.102,0.591,133.931,4
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,17,8,11,PH,2/12/2025,86,TRUE,201800,SOS,12/9/2022,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,4
6FIEuf1JIzmCtach0gXpeG,Tadhana,Up Dharma Down,18,-1,-7,PH,2/12/2025,75,FALSE,222446,Capacities,12/7/2012,0.685,0.322,6,-13.2,1,0.0369,0.162,0.0299,0.0809,0.508,155.977,4
7b89Ffklm3xh4GI37vlZDZ,Tingin,"Cup of Joe, Janine",19,-4,-1,PH,2/12/2025,75,FALSE,222298,Tingin,4/28/2023,0.624,0.769,4,-6.277,1,0.0498,0.21,0.000147,0.106,0.466,105.099,4
7bAVndaTleEnfizm6h2d3i,Musika,Dionela,20,-1,7,PH,2/12/2025,75,FALSE,246666,Musika,9/28/2022,0.63,0.414,9,-7.14,1,0.029,0.554,0,0.122,0.501,134.774,3
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,21,5,3,PH,2/12/2025,95,TRUE,166300,The Secret of Us (Deluxe),10/18/2024,0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4
2v6jmF6VQWS96x6tSg05IC,TAKE ALL THE LOVE,Arthur Nery,22,-2,-6,PH,2/12/2025,75,FALSE,206181,TAKE ALL THE LOVE,4/23/2021,0.491,0.486,5,-6.588,1,0.0347,0.285,0,0.0976,0.262,82.411,3
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",23,1,-4,PH,2/12/2025,90,FALSE,169917,rosie,12/6/2024,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,24,-2,12,PH,2/12/2025,92,FALSE,218423,"Good Luck, Babe!",4/5/2024,0.7,0.582,11,-5.96,0,0.0356,0.0502,0,0.0881,0.785,116.712,4
16iRlyUMJVPqz62DlomMre,Ikaw Lang,NOBITA,25,3,-5,PH,2/12/2025,74,FALSE,263500,Ikaw Lang,6/12/2020,0.513,0.38,11,-11.091,1,0.0336,0.12,0,0.0924,0.323,120.952,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,26,18,24,PH,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
4he4CYDhvSPTxQc0e0Le1L,Kung Wala Ka,Hale,27,-4,-10,PH,2/12/2025,71,FALSE,242813,Hale,1/1/2005,0.502,0.338,7,-7.261,1,0.0263,0.704,0.000887,0.113,0.155,136.355,4
58Q8R5gy4crydTdPgmncsU,Gusto Ko Sakin Ka Lang,Robledo Timido,28,-7,-2,PH,2/12/2025,67,FALSE,193846,SALBAHE,11/22/2024,0.756,0.786,2,-4.541,1,0.0726,0.29,0,0.278,0.599,130.001,4
08hFNg8Oz3lvaAms7qrIif,The Day You Said Goodnight,Hale,29,10,4,PH,2/12/2025,72,FALSE,291320,Hale,1/1/2005,0.556,0.563,4,-6.591,1,0.032,0.511,0,0.119,0.238,134.259,4
7gfrASeOt73YWvpIv1fU8E,Higa,Arthur Nery,30,1,4,PH,2/12/2025,72,FALSE,245760,Letters Never Sent,10/25/2019,0.656,0.336,9,-10.538,1,0.0434,0.453,0,0.106,0.182,125.058,4
2nqlM3gNBMi5Zf9MDzp2Xi,Mahika,"Adie, Janine Berdin",31,-2,-6,PH,2/12/2025,72,FALSE,201951,Senaryo,12/15/2023,0.637,0.455,7,-7.404,1,0.0385,0.75,0,0.13,0.608,82.094,4
5rV7xueHNNXaZqOLroaUta,Bulong,December Avenue,32,1,7,PH,2/12/2025,72,FALSE,270233,Langit Mong Bughaw,12/20/2019,0.499,0.728,9,-5.472,0,0.0313,0.0324,0,0.0782,0.351,134.887,4
1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",33,2,2,PH,2/12/2025,84,FALSE,209831,Freudian,8/25/2017,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,4
0WZqHCoOBXqgCCIsUZLC2a,Pagsamo,Arthur Nery,34,0,-5,PH,2/12/2025,73,FALSE,297001,Pagsamo,10/1/2021,0.644,0.315,6,-9.382,1,0.0339,0.706,0.00162,0.0962,0.356,60.001,4
4Rlbzn3nj9XJMZTijQUXMs,Palagi,TJ Monterde,35,-5,-12,PH,2/12/2025,70,FALSE,218051,Sariling Mundo,4/25/2024,0.482,0.174,6,-13.582,1,0.0606,0.877,0,0.148,0.362,108.431,5
5Fd57k6SVtzmddpHa5Axpv,Ikaw At Ako,TJ Monterde,36,-9,-5,PH,2/12/2025,70,FALSE,246226,Ikaw At Ako,1/1/2012,0.636,0.296,6,-8.872,1,0.0261,0.843,0,0.106,0.298,128.196,3
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",37,13,13,PH,2/12/2025,88,TRUE,232186,Black Panther The Album Music From And Inspired By,2/9/2018,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
4CPuDVC8jhhK6lA2DIt8Cf,Born Again (feat. Doja Cat & RAYE),"LISA, Doja Cat, RAYE",38,-2,12,PH,2/12/2025,84,FALSE,231174,Born Again (feat. Doja Cat & RAYE),2/6/2025,0.687,0.777,1,-4.704,1,0.0411,0.0686,0,0.0828,0.374,115.01,4
0DdC92EziGIEN6j7kTCKQX,Unti-Unti,Up Dharma Down,39,4,1,PH,2/12/2025,71,FALSE,283825,Unti-Unti,2/14/2017,0.629,0.38,2,-8.072,1,0.0323,0.186,0.000407,0.0338,0.655,155.97,4
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,40,9,-10,PH,2/12/2025,85,FALSE,220734,Doo-Wops & Hooligans,5/11/2010,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),"Daniel Caesar, Kali Uchis",41,0,-4,PH,2/12/2025,83,FALSE,278179,Freudian,8/25/2017,0.658,0.294,4,-8.533,0,0.0321,0.422,5.20E-05,0.0749,0.358,74.038,4
0Pafr67ogSuAur2L3DxB4b,Mahika,TJ Monterde,42,3,8,PH,2/12/2025,68,FALSE,210586,Mahika,6/16/2014,0.513,0.507,1,-5.874,1,0.0286,0.498,2.29E-06,0.102,0.384,140.198,4
69u8qQcaA3o0A7Ko87juqp,Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,43,-11,-2,PH,2/12/2025,72,FALSE,261866,Strike Whilst the Iron Is Hot,3/24/2005,0.555,0.674,0,-5.523,1,0.0314,0.116,1.54E-06,0.256,0.395,146.381,4
4AULw1VRyJP17zMvwgTIUs,Umaasa,Calein,44,-7,-12,PH,2/12/2025,73,FALSE,335624,Umaasa,6/28/2019,0.627,0.433,9,-9.868,1,0.0232,0.295,0.393,0.332,0.353,96.016,4
040I32EKLxQrkuxQu1pqvT,Saturn,SZA,45,-3,5,PH,2/12/2025,81,FALSE,186191,SOS Deluxe: LANA,12/20/2024,0.557,0.577,1,-7.514,1,0.027,0.64,0,0.104,0.328,89.111,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,46,-8,-8,PH,2/12/2025,93,FALSE,211978,Sailor Song,7/26/2024,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72E-05,0.193,0.273,94.938,4
1Mza2sr6tPhy6jjI3HB9fW,Hold Me Down,Daniel Caesar,47,3,3,PH,2/12/2025,81,FALSE,231267,Freudian,8/25/2017,0.463,0.427,8,-9.799,0,0.0549,0.628,0.000565,0.0911,0.231,116.059,4
2vnd3JVvcLs2LxRFwC6mKu,City Girl,Shanti Dope,48,2,-5,PH,2/12/2025,70,FALSE,188976,City Girl,12/2/2022,0.684,0.471,0,-9.995,1,0.0401,0.403,2.96E-05,0.113,0.247,127.026,4
6XBz5vxIzEWFRLpxWYGEpV,Wag Ipagsabi,"Dreycruz, Bert Symoun",49,1,-3,PH,2/12/2025,70,TRUE,208375,Wag Ipagsabi,10/4/2024,0.801,0.589,5,-8.009,0,0.054,0.794,1.99E-05,0.109,0.761,119.972,4
0iq4IOcuvSXP3VNTjOLBf1,4:AM,HELLMERRY,50,-3,0,PH,2/12/2025,66,FALSE,228571,4:AM,9/9/2023,0.681,0.538,4,-9.78,0,0.0444,0.694,0.00208,0.114,0.583,104.964,4
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,1,0,0,PE,2/12/2025,95,TRUE,367725,DeBÍ TiRAR MáS FOToS,1/5/2025,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,2,0,0,PE,2/12/2025,98,TRUE,237117,DeBÍ TiRAR MáS FOToS,1/5/2025,0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
4DnrAI8WyUY6gkOwl8GlPN,capaz (merengueton),"Alleh, Yorghaki",3,1,3,PE,2/12/2025,83,FALSE,173858,LA CIUDAD,12/24/2024,0.872,0.614,3,-5.618,0,0.181,0.0815,0.000207,0.135,0.785,126.957,4
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",4,-1,-1,PE,2/12/2025,88,FALSE,206066,Cosa Nuestra,11/15/2024,0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,5,0,-1,PE,2/12/2025,93,TRUE,156364,DeBÍ TiRAR MáS FOToS,1/5/2025,0.148,0.604,7,-35.032,1,0.0588,0.921,0.453,0.405,1.00E-05,106.295,3
7ricDBUakN3N0YkkKE8Obu,Mi Refe,"Beéle, Ovy On The Drums",6,0,5,PE,2/12/2025,86,FALSE,159404,Mi Refe,12/5/2024,0.588,0.634,7,-5.112,0,0.273,0.417,0.00111,0.0993,0.463,151.467,5
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,7,0,-2,PE,2/12/2025,94,FALSE,183685,DeBÍ TiRAR MáS FOToS,1/5/2025,0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",8,0,1,PE,2/12/2025,90,TRUE,191018,Cosa Nuestra,11/15/2024,0.833,0.563,4,-5.593,0,0.204,0.528,1.27E-05,0.139,0.343,105.008,4
7d6yK8v8J484SWH5prIQiE,VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",9,1,-1,PE,2/12/2025,92,TRUE,235336,DeBÍ TiRAR MáS FOToS,1/5/2025,0.613,0.981,1,-18.638,1,0.149,0.29,0.0023,0.437,0.0337,101.852,3
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,10,-1,-3,PE,2/12/2025,91,TRUE,204768,DeBÍ TiRAR MáS FOToS,1/5/2025,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",11,0,1,PE,2/12/2025,87,FALSE,196800,FERXXOCALIPSIS,12/1/2023,0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",12,0,1,PE,2/12/2025,99,FALSE,251667,Die With A Smile,8/16/2024,0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,13,0,2,PE,2/12/2025,91,FALSE,195824,Si Antes Te Hubiera Conocido,6/21/2024,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
0STW8nw4lNN4TEQ8KmNer6,Parte & Choke,"Jombriel, Alex Krack, Jøtta",14,0,2,PE,2/12/2025,80,FALSE,205264,Parte & Choke,11/5/2024,0.728,0.654,5,-3.976,0,0.365,0.00581,0,0.131,0.884,117.337,5
4zbEItKoaRId1vRZkoO0Uh,Imagínate,"Danny Ocean, Kapo",15,2,-5,PE,2/12/2025,87,FALSE,170365,Imagínate,11/7/2024,0.779,0.737,11,-4.667,1,0.109,0.134,0,0.0974,0.445,101.923,4
5WEF0icHWmAZBBMglBd599,WELTiTA,"Bad Bunny, Chuwi",16,-1,-2,PE,2/12/2025,91,FALSE,187507,DeBÍ TiRAR MáS FOToS,1/5/2025,0.458,0.297,4,-32.354,0,0.6,0.866,0.329,0.346,0.357,96.14,3
4MUrUT38U98olfnyzMBCzm,KLOuFRENS,Bad Bunny,17,-1,0,PE,2/12/2025,89,TRUE,199114,DeBÍ TiRAR MáS FOToS,1/5/2025,0.326,0.125,1,-32.45,1,0.148,0.703,0.706,0.18,0.306,106.974,4
6kPCcIAGoTeRrh8qrmKa90,Piel,"Tiago PZK, Ke Personajes",18,4,1,PE,2/12/2025,79,TRUE,142041,GOTTI A,7/4/2024,0.646,0.907,0,-1.617,1,0.0593,0.422,0,0.14,0.816,168.004,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,19,24,31,PE,2/12/2025,90,TRUE,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",20,-1,0,PE,2/12/2025,90,FALSE,169917,rosie,12/6/2024,0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,"Maisak, Feid",21,0,0,PE,2/12/2025,81,TRUE,225373,SE ME OLVIDA,8/23/2024,0.786,0.707,7,-4.386,0,0.0635,0.0399,0,0.121,0.691,82.045,4
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",22,1,-4,PE,2/12/2025,85,TRUE,130880,LA PANTERA NEGRA (DELUXE),10/17/2024,0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,23,-3,3,PE,2/12/2025,96,FALSE,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,24,-6,-2,PE,2/12/2025,89,FALSE,170887,MUSE,7/19/2024,0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,25,1,-2,PE,2/12/2025,83,FALSE,172427,UWAIE,8/15/2024,0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,4
0uK4qOvijuVKXgieyScZ04,TATTOO,La Única Tropical,26,-2,-1,PE,2/12/2025,66,FALSE,214875,TATTOO,10/8/2024,0.655,0.775,0,-6.674,0,0.0295,0.0551,0.00398,0.353,0.959,130.006,4
63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,Feid,27,-2,1,PE,2/12/2025,80,TRUE,207746,SORRY 4 THAT MUCH,6/7/2024,0.819,0.675,7,-4.281,1,0.0727,0.0318,0,0.289,0.602,92.99,4
0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,"Blessd, Anuel AA, Ovy On The Drums",28,0,-1,PE,2/12/2025,84,TRUE,218701,DEPORTIVO,11/14/2024,0.816,0.762,0,-2.864,1,0.0565,0.534,0.000404,0.0845,0.782,90.025,4
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",29,-2,0,PE,2/12/2025,84,TRUE,224022,PRIMERA MUSA,9/20/2024,0.56,0.681,6,-6.304,0,0.244,0.103,0,0.106,0.388,155.079,4
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"J Balvin, Bad Bunny",30,1,3,PE,2/12/2025,84,FALSE,242573,OASIS,6/28/2019,0.756,0.646,7,-5.795,1,0.319,0.152,1.81E-05,0.108,0.429,176.088,4
4OwhwvKESFtuu06dTgct7i,Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",31,1,-7,PE,2/12/2025,79,FALSE,321555,Tiroteo (Remix),4/1/2021,0.75,0.522,9,-7.018,1,0.0293,0.282,0,0.0743,0.601,110.427,4
0iKo4pNNjHHdKUcFARlfCa,EL CLúB,Bad Bunny,32,1,-2,PE,2/12/2025,88,TRUE,222568,DeBÍ TiRAR MáS FOToS,1/5/2025,0.516,0.611,10,-5.486,0,0.0555,0.458,5.34E-05,0.113,0.261,110.744,4
7sPqCI54XxKNaOoGooaeCp,PARTIDO EN DOS,La Única Tropical,33,1,1,PE,2/12/2025,66,FALSE,217250,PARTIDO EN DOS,2/24/2024,0.677,0.872,7,-3.51,1,0.0297,0.056,0.000596,0.0912,0.896,125.975,4
2eQFYGegTZaObk2kuBz83Z,Tú Con Él,Rauw Alejandro,34,-5,2,PE,2/12/2025,81,FALSE,289131,Cosa Nuestra,11/15/2024,0.736,0.888,7,-4.518,1,0.0408,0.243,0.000205,0.239,0.788,93.05,4
5Qpe34hyuUgb83zeNk3q5u,Nos Duele Tanto,Pascal,35,-5,0,PE,2/12/2025,66,FALSE,141115,Nos Duele Tanto,4/4/2024,0.74,0.568,1,-9.91,1,0.0478,0.0559,0,0.252,0.406,129.95,4
3mg9jYNC1NihbthlglzrWP,57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",36,1,-5,PE,2/12/2025,83,TRUE,298130,57,11/8/2024,0.848,0.712,1,-3.574,0,0.0981,0.221,0,0.106,0.692,91.98,4
